match,playerName,teamId,position,player_score
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",André Lourenço Duarte,11565.0,Defender,2.29
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",Robert Cornel Neacşu,11943.0,Midfielder,0.0
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",Bruno José Moreira Barreto Carvalho,11943.0,Midfielder,0.78
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",Stefan Visic,11943.0,Forward,0.0
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",David Miculescu,11565.0,Forward,1.54
"FCS Bucureşti - Metaloglobus, 4-1_players_stats.json",Martins Daniel Toutou Mpondo,11943.0,Forward,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Ioan Bârstan,55427.0,Forward,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Luca Stancu,55427.0,Defender,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Banu Sebastian George Marian,11666.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Kevin Ciubotaru,55427.0,Defender,1.48
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Patrick Patrick Vuc,68616.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Gabriel Gheorghe,11566.0,Midfielder,0.4
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Rareș Pop,60390.0,Forward,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Robert Gabriel Bădescu,11943.0,Defender,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Kalifa Kujabi,55427.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Timotej Jambor,13536.0,Forward,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Kader Keita,11566.0,Midfielder,1.7
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Alexandru Oroian,78702.0,Defender,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Cătălin Vulturar,11566.0,Midfielder,1.52
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Diogo José Branco Batista,55427.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Claudiu Petrila,11566.0,Midfielder,0.97
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Nana Kwame Antwi,13276.0,Defender,0.84
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Franz Stolz,8735.0,Goalkeeper,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Constantin Grameni,11566.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Marko Gjorgjievski,55427.0,Forward,1.02
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Florin Bejan,78702.0,Defender,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Aurelian Chițu,55427.0,Forward,0.53
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Sergiu Florin Buș,55427.0,Forward,0.08
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Christopher Braun,11611.0,Defender,1.18
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Andreas Karo,55427.0,Defender,1.09
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Ciprian Biceanu,78702.0,Midfielder,0.07
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Cătălin Vasile Căbuz,23334.0,Goalkeeper,0.41
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Vlad Muțiu,55427.0,Goalkeeper,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Antoni Ivanov,55427.0,Midfielder,1.35
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Jakub Hromada,11566.0,Midfielder,0.22
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Cristian Manea,11566.0,Defender,2.06
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Elvir Koljič,11566.0,Forward,-0.04
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Tiberiu Căpușă,55427.0,Defender,1.06
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Vahid Selimović,26168.0,Defender,1.5
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Mihai Alexandru Dobre,11566.0,Midfielder,1.69
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Jair Tavares da Silva,55427.0,Midfielder,0.66
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Cristian Daniel Neguţ,55427.0,Forward,0.8
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Claudiu Micovschi,23334.0,Forward,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Marian Aioani,11566.0,Goalkeeper,0.61
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Alexandru Stefan Pașcanu,11566.0,Defender,1.58
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Luka Gojković,30817.0,Midfielder,0.0
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Antoine Baroan,73523.0,Forward,0.23
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Tobias Christensen,11566.0,Midfielder,1.89
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Dragoș Albu,55427.0,Midfielder,1.24
"Rapid Bucureşti - Hermannstadt, 1-2_players_stats.json",Lars Kramer,11566.0,Defender,2.21
"Petrolul 52 - Botoşani, 0-0_players_stats.json",David Ionut Paraschiv,60390.0,Midfielder,0.12
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Augustin Dumitrache,60390.0,Midfielder,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Răzvan Creţ,11634.0,Defender,1.33
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Andrei Dan Dumitru,11634.0,Midfielder,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Danel Jordan Dongmo,60390.0,Midfielder,1.34
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Antonio Dumitru,11634.0,Forward,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Adams Friday,11634.0,Defender,1.2
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Ioan Tolea,11757.0,Midfielder,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Gabriel David,11634.0,Midfielder,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Raul Andrei Balbarau,60390.0,Goalkeeper,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Adi Chica-Rosa,60390.0,Forward,0.99
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Robert Sălceanu,11566.0,Defender,0.4
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Alin Boțogan,60390.0,Forward,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Zoran Mitrov,11634.0,Forward,1.55
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Riad Šuta,11634.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Michael Pavlović,11634.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",John Charles Petro,11634.0,Midfielder,2.15
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Denis Răzvan Radu,4560.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Enzo Adrián López,11634.0,Forward,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Ştefan Bodişteanu,11634.0,Forward,0.24
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Guilherme Araújo Soares,60390.0,Defender,1.35
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Alexandru Mateiu,60390.0,Midfielder,0.95
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Gheorghe Grozav,60390.0,Forward,1.17
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Paul Papp,60390.0,Defender,1.15
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Sergiu Hanca,60390.0,Midfielder,0.05
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Stefan Krell,60390.0,Goalkeeper,0.72
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Alexandru Țigănașu,11634.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Mihai Bordeianu,11634.0,Midfielder,1.77
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Hervin Ongenda,11634.0,Midfielder,1.3
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Giannis Anestis,11634.0,Goalkeeper,0.69
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Luka Kukić,11634.0,Goalkeeper,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Lucian Dumitriu,60390.0,Midfielder,0.02
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Ricardo José Veiga Varzim Miranda,60390.0,Defender,0.55
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Jérôme Junior Onguéné,4560.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Andrei Miron,11634.0,Defender,1.97
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Yohan Roche,60390.0,Defender,1.45
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Mykola Kovtalyuk,11634.0,Forward,0.74
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Sebastian Mailat,11634.0,Forward,0.26
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Eljadji Pape Djibril Diaw,11634.0,Defender,1.14
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Valentin Gheorghe,60390.0,Forward,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Tommi Jyry,60390.0,Midfielder,0.78
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Andrei Dumiter,11634.0,Forward,0.2
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Konstantinos Doumtsios,11627.0,Forward,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Brahima Doukansy,60390.0,Midfielder,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Miguel Muñoz Fernández,11634.0,Defender,0.0
"Petrolul 52 - Botoşani, 0-0_players_stats.json",Aldaír Caputo Ferreira,11634.0,Midfielder,0.33
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Dan-Cristian Neicu,11571.0,Forward,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Daniel Sandu,11571.0,Forward,0.16
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Cristian Sima,61242.0,Midfielder,-0.06
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Matei Frunza,11571.0,Midfielder,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Gabriel Ursu,11571.0,Goalkeeper,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Denis Bordun,11571.0,Forward,0.39
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Rafael-Stefan Munteanu,76415.0,Goalkeeper,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Dan Neicu,11571.0,Defender,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Andrei Rus,11571.0,Defender,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Ștefan Duțu,61242.0,Defender,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Cristian Chira,11571.0,Midfielder,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Răzvan Andrei Tănasă,61242.0,Midfielder,0.73
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Paulo Rafael Pereira Araújo,69049.0,Forward,1.13
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Vadik Murria Soriano,39639.0,Defender,0.33
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Eduard Rădăslăvescu,61242.0,Midfielder,0.01
"Oţelul - Farul Constanţa, 2-2_players_stats.json",David Iulian Maftei,61242.0,Defender,0.28
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Victor Dican,61242.0,Midfielder,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Alexandru Ișfan,61242.0,Forward,1.03
"Oţelul - Farul Constanţa, 2-2_players_stats.json",João Paulo Moreira Fernandes,11565.0,Midfielder,1.64
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Dan Sîrbu,61242.0,Defender,0.8
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Ionuț Larie,61242.0,Defender,1.13
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Jakub Vojtuš,61242.0,Forward,0.35
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Alexandru Buzbuchi,61242.0,Goalkeeper,0.57
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Gabriel Cristian Iancu,61242.0,Forward,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Diego Živulić,11571.0,Midfielder,1.13
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Ionuț Vînă,61242.0,Midfielder,1.47
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Bogdan Țîru,61242.0,Defender,1.33
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Milen Zhelev,11571.0,Defender,1.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Boban Nikolov,10017.0,Midfielder,0.32
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Steeve José Furtado Pereira,61242.0,Defender,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Cristian Ganea,61242.0,Defender,1.33
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Iustin Alin Popescu,11571.0,Goalkeeper,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Paul Iacob,11571.0,Defender,1.99
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Pedro Nuno Fernandes Ferreira,11571.0,Midfielder,1.22
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Cosmin Dur-Bozoancă,11571.0,Goalkeeper,0.35
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Andrei Virgil Ciobanu,11571.0,Midfielder,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",João Pedro Santos Lameira,11571.0,Midfielder,1.21
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Jovan Marković,61242.0,Forward,0.48
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Diogo Sá Ramalho,61242.0,Midfielder,0.65
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Conrado Buchanelli Holz,11571.0,Defender,2.45
"Oţelul - Farul Constanţa, 2-2_players_stats.json",André Miguel Pinto Lopes,11571.0,Forward,0.75
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Fábio Patrick dos Reis dos Santos Fernandes,11571.0,Forward,0.05
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Lucas Pellegrini,61242.0,Defender,0.0
"Oţelul - Farul Constanţa, 2-2_players_stats.json",Narek Grigoryan,61242.0,Forward,0.08
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ianis Avramescu,78760.0,Forward,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",George Gligor,11886.0,Forward,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Răzvan Creţ,11634.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",David Andrei Păcuraru,11666.0,Forward,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Antonio Dumitru,11634.0,Forward,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Narcis Ilaș,11634.0,Defender,0.86
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Gabriel David,11634.0,Midfielder,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ștefan Duțu,61242.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ionuț Cojocaru,61242.0,Forward,0.69
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Răzvan Andrei Tănasă,61242.0,Midfielder,0.55
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Luca Mario Popa,11634.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Zoran Mitrov,11634.0,Forward,0.24
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Fábio Pereira Baptista,11666.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Eduard Rădăslăvescu,61242.0,Midfielder,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",David Iulian Maftei,61242.0,Defender,1.1
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Riad Šuta,11634.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Gabriel Buta,39877.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ștefan Pănoiu,11634.0,Forward,0.1
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Victor Dican,61242.0,Midfielder,1.07
"Botoşani - Farul Constanţa, 1-1_players_stats.json",George Alexandru Cîmpanu,72765.0,Forward,0.58
"Botoşani - Farul Constanţa, 1-1_players_stats.json",John Charles Petro,11634.0,Midfielder,1.41
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Nicolas Popescu,64938.0,Midfielder,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Alexandru Ișfan,61242.0,Forward,0.44
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Enzo Adrián López,11634.0,Forward,0.2
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ştefan Bodişteanu,11634.0,Forward,0.51
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ionuț Larie,61242.0,Defender,1.46
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Jakub Vojtuš,61242.0,Forward,0.42
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Alexandru Buzbuchi,61242.0,Goalkeeper,0.62
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Romario Benzar,11634.0,Defender,0.54
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Gabriel Cristian Iancu,61242.0,Forward,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Alexandru Țigănașu,11634.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Ionuț Vînă,61242.0,Midfielder,1.71
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Bogdan Țîru,61242.0,Defender,1.48
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Mihai Bordeianu,11634.0,Midfielder,1.22
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Giannis Anestis,11634.0,Goalkeeper,0.67
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Enriko Papa,11634.0,Midfielder,0.17
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Luka Kukić,11634.0,Goalkeeper,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Cristian Ganea,61242.0,Defender,1.19
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Andrei Miron,11634.0,Defender,1.38
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Sebastian Mailat,11634.0,Forward,0.85
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Andrei Dumiter,11634.0,Forward,0.62
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Diogo Sá Ramalho,61242.0,Midfielder,2.19
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Aldaír Caputo Ferreira,11634.0,Midfielder,1.39
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Lucas Pellegrini,61242.0,Defender,0.0
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Narek Grigoryan,61242.0,Forward,0.8
"Botoşani - Farul Constanţa, 1-1_players_stats.json",Răzvan Ducan,,Goalkeeper,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Stancu Claudiu Constantin,39877.0,Defender,0.21
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Franck Tchassem,11821.0,Forward,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Rafael Ionuț Petriu,75136.0,,0.13
"Universitatea Craiova - Argeș, 3-1_players_stats.json",David Andrei Barbu,26233.0,Forward,0.01
"Universitatea Craiova - Argeș, 3-1_players_stats.json",David Matei,26233.0,Midfielder,0.02
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Caio Ferreira Martins,33283.0,Forward,0.94
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Luca Băsceanu,26233.0,Midfielder,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Darius Fălcușan,26233.0,Defender,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Mihnea Rădulescu,26233.0,Forward,1.59
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Christian Nikolas Pirvu Yanis,23334.0,Midfielder,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Juraj Badelj,26233.0,Defender,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Mario Tudose,23334.0,Defender,1.07
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Carlos Mora Montoya,26233.0,Forward,0.25
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Pavlo Isenko,26233.0,Goalkeeper,0.52
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Florin Borța,23334.0,Defender,0.23
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Basilio Ndong Owono Nchamaaa,8673.0,Defender,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Ştefan Baiaram,26233.0,Midfielder,1.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Silviu Lung,26233.0,Goalkeeper,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Takayuki Seto,23334.0,Midfielder,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Cătălin George Straton,23334.0,Goalkeeper,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Vadim Raţă,23334.0,Midfielder,0.35
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Alexandru Crețu,26233.0,Midfielder,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",David Lazar,55427.0,Goalkeeper,0.25
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Marius Briceag,23334.0,Defender,0.42
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Nicușor Bancu,26233.0,Defender,0.93
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Guilherme Gomes Garutti,23334.0,Defender,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Lyes Houri,26233.0,Midfielder,0.96
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Vasile Mogoș,26233.0,Defender,1.62
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Alexandru Cicâldău,26233.0,Midfielder,0.32
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Andrei Ivan,12534.0,Forward,0.18
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Adel Bettaieb,23334.0,Forward,0.28
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Samuel Teles Pereira Nunes Silva,26233.0,Midfielder,2.49
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Robert Moldoveanu,23334.0,Forward,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Tudor Băluţă,26233.0,Midfielder,2.01
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Rober Sierra,23334.0,Midfielder,1.13
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Ignacio Heras García,30827.0,Forward,0.22
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Ionuţ Laurenţiu Rădescu,23334.0,Midfielder,1.31
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Nikola Stevanović,26233.0,Defender,1.79
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Anzor Mekvabishvili,26233.0,Midfielder,0.0
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Oleksandr Romanchuk,26233.0,Defender,1.49
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Dorinel Oancea,23334.0,Defender,0.54
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Esteban Orozco Fernández,11663.0,Defender,0.79
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Ricardo Manuel Pinho Matos,23334.0,Forward,0.03
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Leard Sadriu,23334.0,Defender,1.5
"Universitatea Craiova - Argeș, 3-1_players_stats.json",Assad Al Hamlawi,26233.0,Forward,0.53
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Rareș Fotin,61242.0,Defender,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Cristian Sima,61242.0,Midfielder,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Răzvan Gligor,11611.0,Midfielder,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Alexandru Goncear,75336.0,Midfielder,0.69
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Rafael-Stefan Munteanu,76415.0,Goalkeeper,0.61
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Iustin Doicaru,61242.0,Forward,0.12
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Viktor Kun,11611.0,Midfielder,0.8
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Ștefan Duțu,61242.0,Defender,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Rareș Gal,11611.0,Goalkeeper,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Luca Banu,61242.0,Midfielder,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Răzvan Andrei Tănasă,61242.0,Midfielder,0.75
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Gustavo Henrique Marins Silva,61242.0,Defender,2.22
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Eduard Rădăslăvescu,61242.0,Midfielder,0.09
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",David Iulian Maftei,61242.0,Defender,0.52
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Lorenzo Biliboc,11611.0,Forward,0.51
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Alin Fică,11611.0,Midfielder,0.24
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Victor Dican,61242.0,Midfielder,1.21
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Alexandru Ișfan,61242.0,Forward,0.38
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Ovidiu Perianu,11611.0,Midfielder,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Marian Huja,11611.0,Defender,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Dan Sîrbu,61242.0,Defender,0.56
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Andrei Cordea,11611.0,Forward,0.56
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Matei Cristian Ilie,11611.0,Defender,0.84
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Ionuț Larie,61242.0,Defender,2.3
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Ciprian Deac,11611.0,Forward,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Mário Jorge Malico Paulino,11611.0,Defender,0.54
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Denis Alibec,61242.0,Forward,0.12
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Islam Slimani,11611.0,Forward,0.0
"Farul Constanţa - CFR Cluj, 1-2_players_stats.json",Jakub Vojtuš,61242.0,Forward,0.0
