match,playerName,teamId,position,goals,assists,shots,passes,interceptions,recoveries,player_score
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Diego Živulić,11571.0,Midfielder,0,0,0,51,3,10,1.39
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Christopher Braun,11611.0,Defender,0,0,0,0,0,0,0.0
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Iustin Alin Popescu,11571.0,Goalkeeper,0,0,0,0,0,0,0.0
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Cristian Manea,11566.0,Defender,0,0,0,45,6,9,0.99
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Elvir Koljič,11566.0,Forward,0,0,2,10,1,2,0.14
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Paul Iacob,11571.0,Defender,1,0,1,47,9,10,3.17
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Pedro Nuno Fernandes Ferreira,11571.0,Midfielder,1,0,3,32,1,5,2.44
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Cosmin Dur-Bozoancă,11571.0,Goalkeeper,0,0,0,26,0,1,0.26
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Andrei Virgil Ciobanu,11571.0,Midfielder,0,0,0,3,0,1,0.1
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Mihai Alexandru Dobre,11566.0,Midfielder,0,0,2,41,1,4,0.74
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Claudiu Micovschi,23334.0,Forward,0,0,0,0,0,0,0.0
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",João Pedro Santos Lameira,11571.0,Midfielder,0,0,1,62,9,13,2.08
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Marian Aioani,11566.0,Goalkeeper,0,0,0,19,2,4,0.58
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Denis Ciobotariu,11566.0,Defender,0,0,0,51,1,8,1.12
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Luka Gojković,30817.0,Midfielder,0,0,1,10,1,1,0.25
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Tobias Christensen,11566.0,Midfielder,0,0,1,36,1,5,0.83
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Conrado Buchanelli Holz,11571.0,Defender,0,0,0,27,4,6,0.74
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",André Miguel Pinto Lopes,11571.0,Forward,0,0,2,30,7,4,1.0
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Fábio Patrick dos Reis dos Santos Fernandes,11571.0,Forward,0,0,0,1,1,1,-0.04
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Răzvan Onea,11566.0,Defender,0,0,0,0,0,0,0.0
"Rapid Bucureşti - Oţelul, 0-2_players_stats.json",Lars Kramer,11566.0,Defender,0,0,0,53,6,19,1.94
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Darius Bota,68640.0,Forward,0,0,0,1,2,0,0.09
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Cristian Sima,61242.0,Midfielder,0,0,0,2,0,0,-0.02
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Luca Noveli,64161.0,Forward,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Előd Tóth-Pál,64161.0,Forward,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Zoltán-Efraim Bödő,22731.0,Midfielder,0,0,1,11,3,6,0.51
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Zsombor Deáky,22731.0,Goalkeeper,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Alexandru Goncear,75336.0,Midfielder,0,0,0,5,0,0,0.04
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Rafael-Stefan Munteanu,76415.0,Goalkeeper,0,0,0,21,3,4,0.55
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Iustin Doicaru,61242.0,Forward,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Bence Végh,22731.0,Midfielder,0,0,0,6,1,4,0.27
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Máté Simon,22731.0,Goalkeeper,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Ștefan Duțu,61242.0,Defender,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Szabolcs Dusinszki,22731.0,Midfielder,0,0,1,6,0,1,0.42
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Răzvan Andrei Tănasă,61242.0,Midfielder,0,0,0,21,3,6,0.45
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Gustavo Henrique Marins Silva,61242.0,Defender,0,0,0,45,2,8,1.23
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Gustavo dos Santos Cabral,22731.0,Midfielder,0,0,0,5,0,0,0.04
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Eduard Rădăslăvescu,61242.0,Midfielder,0,0,0,1,0,0,-0.07
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",David Iulian Maftei,61242.0,Defender,0,0,0,35,5,12,1.16
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Victor Dican,61242.0,Midfielder,0,0,0,32,4,10,1.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Attila Csürös,22731.0,Midfielder,0,0,1,36,4,10,1.09
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Nagy Zoard Kornel,22731.0,Forward,0,0,1,6,0,6,0.07
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Szabolcs Szalay,22731.0,Forward,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Dan Sîrbu,61242.0,Defender,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Ionuț Larie,61242.0,Defender,0,0,0,65,3,10,1.55
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Jakub Vojtuš,61242.0,Forward,0,0,0,2,0,1,-0.01
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Márton Eppel,22731.0,Forward,1,0,2,5,0,0,1.89
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Alexandru Buzbuchi,61242.0,Goalkeeper,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Bogdan Țîru,61242.0,Defender,0,0,0,7,0,7,0.39
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Eduard Pap,22731.0,Goalkeeper,0,0,0,18,4,6,0.74
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",János Hegedűs,22731.0,Defender,0,0,0,52,3,10,1.5
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Cristian Ganea,61242.0,Defender,0,0,0,30,4,10,0.84
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Szilárd Veres,22731.0,Midfielder,0,0,0,24,2,5,0.51
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Lóránd Pászka,22731.0,Defender,0,1,1,26,2,8,2.32
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Răzvan Trif,22731.0,Midfielder,0,0,0,15,10,6,0.65
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Raul Ioan Palmes,22731.0,Defender,0,0,0,34,8,13,1.36
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Wilhelm Loeper,22731.0,Midfielder,0,0,0,10,2,2,0.11
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Soufiane Jebari Jebari,22731.0,Midfielder,0,0,2,19,0,4,0.52
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Erwin Szilard Bloj,22731.0,Midfielder,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Jovan Marković,61242.0,Forward,0,0,1,5,0,1,0.1
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Diogo Sá Ramalho,61242.0,Midfielder,0,0,0,35,5,10,1.17
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Mariano Bettini,22731.0,Defender,0,0,0,0,0,0,0.0
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Lucas Pellegrini,61242.0,Defender,0,0,0,27,3,6,0.6
"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-0_players_stats.json",Narek Grigoryan,61242.0,Forward,0,0,1,19,4,4,0.72
"UTA Arad - Argeș, 3-3_players_stats.json",Mark Țuțu,30817.0,Defender,0,0,0,24,0,9,0.36
"UTA Arad - Argeș, 3-3_players_stats.json",Franck Tchassem,11821.0,Forward,0,0,0,2,1,1,-0.08
"UTA Arad - Argeș, 3-3_players_stats.json",Alexandru Matei,30817.0,Midfielder,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Alexandru Cristian Hodoșan Olar,67132.0,Defender,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",David Andrei Barbu,26233.0,Forward,1,0,2,9,1,2,2.18
"UTA Arad - Argeș, 3-3_players_stats.json",Adriano George Flavius Manole,75136.0,Forward,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Caio Ferreira Martins,33283.0,Forward,1,0,3,12,2,4,2.15
"UTA Arad - Argeș, 3-3_players_stats.json",Christian Nikolas Pirvu Yanis,23334.0,Midfielder,0,0,0,8,1,2,0.26
"UTA Arad - Argeș, 3-3_players_stats.json",Flavius Iacob,30817.0,Defender,0,0,0,1,0,2,0.07
"UTA Arad - Argeș, 3-3_players_stats.json",Laurentiu Vlasceanu,11663.0,Defender,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Mario Tudose,23334.0,Defender,0,0,0,17,5,15,0.92
"UTA Arad - Argeș, 3-3_players_stats.json",Andrei Gorcea,30817.0,Goalkeeper,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Luca Mihai,30817.0,Midfielder,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Robert Popescu,64938.0,Forward,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Denis Hrezdac,30817.0,Midfielder,0,0,1,25,3,14,1.02
"UTA Arad - Argeș, 3-3_players_stats.json",Florin Borța,23334.0,Defender,0,0,0,6,5,10,0.47
"UTA Arad - Argeș, 3-3_players_stats.json",Alexandru Benga,30817.0,Defender,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Takayuki Seto,23334.0,Midfielder,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Cătălin George Straton,23334.0,Goalkeeper,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Dmytro Pospelov,30817.0,Defender,0,0,2,34,4,22,2.11
"UTA Arad - Argeș, 3-3_players_stats.json",Vadim Raţă,23334.0,Midfielder,0,0,0,0,0,0,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Alin Roman,30817.0,Midfielder,0,1,1,23,2,9,1.62
"UTA Arad - Argeș, 3-3_players_stats.json",David Lazar,55427.0,Goalkeeper,0,0,0,2,0,2,0.0
"UTA Arad - Argeș, 3-3_players_stats.json",Marius Briceag,23334.0,Defender,0,0,0,15,7,3,0.38
"UTA Arad - Argeș, 3-3_players_stats.json",Dejan Iliev,11566.0,Goalkeeper,0,0,0,19,1,7,0.44
"UTA Arad - Argeș, 3-3_players_stats.json",Ovidiu Popescu,30817.0,Midfielder,0,0,1,12,0,2,0.34
"UTA Arad - Argeș, 3-3_players_stats.json",Din Alomerović,30817.0,Defender,0,0,0,41,6,16,1.31
"UTA Arad - Argeș, 3-3_players_stats.json",Adel Bettaieb,23334.0,Forward,0,1,2,14,4,3,1.76
"UTA Arad - Argeș, 3-3_players_stats.json",Valentin Costache,59788.0,Forward,1,1,2,11,3,2,3.43
"UTA Arad - Argeș, 3-3_players_stats.json",Benjamin Van Durmen,30817.0,Midfielder,0,0,0,18,1,1,0.27
"UTA Arad - Argeș, 3-3_players_stats.json",Robert Moldoveanu,23334.0,Forward,0,0,1,5,3,6,0.39
"UTA Arad - Argeș, 3-3_players_stats.json",Florent Poulolo,30817.0,Defender,0,0,1,44,0,12,0.87
"UTA Arad - Argeș, 3-3_players_stats.json",Rober Sierra,23334.0,Midfielder,0,0,0,12,1,8,0.4
"UTA Arad - Argeș, 3-3_players_stats.json",Marius Cătălin Coman,30817.0,Forward,1,0,3,9,1,0,2.05
"UTA Arad - Argeș, 3-3_players_stats.json",Ionuţ Laurenţiu Rădescu,23334.0,Midfielder,1,0,1,13,4,9,2.15
"UTA Arad - Argeș, 3-3_players_stats.json",Dorinel Oancea,23334.0,Defender,0,1,0,12,4,6,1.7
"UTA Arad - Argeș, 3-3_players_stats.json",Esteban Orozco Fernández,11663.0,Defender,0,0,0,4,1,4,0.11
"UTA Arad - Argeș, 3-3_players_stats.json",Ricardo Manuel Pinho Matos,23334.0,Forward,1,0,1,15,0,2,1.86
"UTA Arad - Argeș, 3-3_players_stats.json",Jakov Blagaić,23334.0,Midfielder,0,1,2,12,3,6,1.78
"UTA Arad - Argeș, 3-3_players_stats.json",Leard Sadriu,23334.0,Defender,0,0,0,12,2,9,0.34
"UTA Arad - Argeș, 3-3_players_stats.json",Marinos Tzionis,30817.0,Forward,0,0,1,11,0,2,0.02
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Michael Idowu,23334.0,Forward,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Moldovan Iulian Mihai,75136.0,Forward,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Mario Din-Licaciu,11564.0,Goalkeeper,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Toader Mihnea,11564.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Bogdan Buse,75136.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Alexandru Vasile Ailiesei Rosca,11564.0,Goalkeeper,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Christian Nikolas Pirvu Yanis,23334.0,Midfielder,0,0,1,4,0,0,0.14
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Nikita Stoioanov,11564.0,Defender,0,0,1,56,8,17,2.15
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Ianis Tarbă,11564.0,Forward,0,0,1,8,2,3,0.34
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Cristian Mihai,11564.0,Midfielder,0,0,1,8,0,5,0.34
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Alexandru Musi,11564.0,Midfielder,0,0,2,16,1,1,0.74
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Mario Tudose,23334.0,Defender,0,0,0,21,5,9,0.85
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Adrian Mazilu,11564.0,Forward,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Matteo Duțu,11564.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Cătălin Ionut Cîrjan,11564.0,Midfielder,0,0,3,42,1,2,0.8
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Florin Borța,23334.0,Defender,0,0,1,25,6,11,1.08
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Mamoudou Karamoko,11564.0,Forward,0,0,2,11,0,1,0.5
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Alberto Soro Álvarez,11564.0,Forward,0,0,0,42,5,8,1.05
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Takayuki Seto,23334.0,Midfielder,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Cătălin George Straton,23334.0,Goalkeeper,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Georgi Milanov,11564.0,Midfielder,0,0,0,12,0,2,0.2
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Vadim Raţă,23334.0,Midfielder,0,0,0,33,5,14,1.29
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Marius Briceag,23334.0,Defender,0,0,1,21,9,8,0.93
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Jordan Ikoko,11564.0,Defender,0,0,0,17,0,3,0.43
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Devis Rogers Epassy Mboka,11564.0,Goalkeeper,0,0,0,15,0,4,0.28
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Guilherme Gomes Garutti,23334.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Kevin Luckassen Brobbey,23334.0,Forward,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Eddy Gnahoré,11564.0,Midfielder,0,0,0,62,5,12,1.73
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Cătălin Vasile Căbuz,23334.0,Goalkeeper,0,0,0,16,4,6,0.34
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Danny Armstrong,11564.0,Midfielder,0,0,0,18,2,3,0.31
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Adel Bettaieb,23334.0,Forward,0,0,0,25,4,11,0.75
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Robert Moldoveanu,23334.0,Forward,0,0,0,4,0,1,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Claudiu Micovschi,23334.0,Forward,0,0,1,13,0,0,0.36
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Rober Sierra,23334.0,Midfielder,0,0,1,23,3,10,0.99
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Costinel Andrei Tofan,23334.0,Defender,0,0,0,17,3,8,0.6
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Ionuţ Laurenţiu Rădescu,23334.0,Midfielder,0,0,0,0,0,0,-0.06
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Maxime Sivis,11564.0,Defender,0,0,0,32,6,8,0.81
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Kennedy Kofi Boateng,11564.0,Defender,0,0,0,52,2,17,1.61
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Alexandru Mihai Constantin Pop,11564.0,Forward,0,0,0,5,0,1,0.02
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Raul Opruț,11564.0,Defender,0,0,1,44,5,10,1.3
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Dorinel Oancea,23334.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Ricardo Manuel Pinho Matos,23334.0,Forward,1,0,2,11,3,1,1.85
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Jakov Blagaić,23334.0,Midfielder,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Valentin Țicu,11564.0,Defender,0,0,0,0,0,0,0.0
"Dinamo Bucureşti - Argeș, 0-1_players_stats.json",Leard Sadriu,23334.0,Defender,0,0,0,17,3,10,0.59
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Razvan Marincean,61242.0,Midfielder,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Răzvan Creţ,11634.0,Defender,0,0,0,11,2,4,0.27
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Andrei Dan Dumitru,11634.0,Midfielder,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Rafael-Stefan Munteanu,76415.0,Goalkeeper,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Antonio Dumitru,11634.0,Forward,0,0,0,8,3,1,0.17
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Adams Friday,11634.0,Defender,0,0,0,7,1,4,0.32
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Gabriel David,11634.0,Midfielder,0,0,0,0,0,0,-0.03
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Ștefan Duțu,61242.0,Defender,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Luca Banu,61242.0,Midfielder,0,0,0,10,0,0,0.17
"Farul Constanţa - Botoşani, 2-0_players_stats.json",André Seruca Oliveira,15261.0,Midfielder,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Răzvan Andrei Tănasă,61242.0,Midfielder,0,0,2,16,4,3,0.61
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Zoran Mitrov,11634.0,Forward,0,0,1,1,0,1,0.07
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Eduard Rădăslăvescu,61242.0,Midfielder,0,0,1,16,1,2,0.55
"Farul Constanţa - Botoşani, 2-0_players_stats.json",David Iulian Maftei,61242.0,Defender,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Riad Šuta,11634.0,Defender,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Michael Pavlović,11634.0,Defender,0,0,0,2,1,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Victor Dican,61242.0,Midfielder,0,0,1,10,3,2,0.57
"Farul Constanţa - Botoşani, 2-0_players_stats.json",John Charles Petro,11634.0,Midfielder,0,0,5,31,6,10,1.67
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Alexandru Ișfan,61242.0,Forward,0,0,4,9,0,1,0.45
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Dan Sîrbu,61242.0,Defender,0,0,0,11,3,5,0.45
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Enzo Adrián López,11634.0,Forward,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Ştefan Bodişteanu,11634.0,Forward,0,0,2,14,5,3,0.69
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Ionuț Larie,61242.0,Defender,1,0,1,87,4,6,3.86
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Jakub Vojtuš,61242.0,Forward,0,0,0,1,0,0,-0.01
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Alexandru Buzbuchi,61242.0,Goalkeeper,0,0,0,25,0,3,0.5
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Gabriel Cristian Iancu,61242.0,Forward,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Alexandru Țigănașu,11634.0,Defender,0,0,0,12,2,2,0.03
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Ionuț Vînă,61242.0,Midfielder,1,0,2,40,4,5,2.62
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Bogdan Țîru,61242.0,Defender,0,0,0,60,4,11,1.69
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Mihai Bordeianu,11634.0,Midfielder,0,0,1,34,2,7,0.84
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Hervin Ongenda,11634.0,Midfielder,0,0,1,17,2,2,0.44
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Boban Nikolov,10017.0,Midfielder,0,0,0,30,0,2,0.59
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Giannis Anestis,11634.0,Goalkeeper,0,0,0,20,4,10,0.85
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Steeve José Furtado Pereira,61242.0,Defender,0,0,1,43,1,3,1.04
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Luka Kukić,11634.0,Goalkeeper,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Cristian Ganea,61242.0,Defender,0,1,1,41,3,7,2.08
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Andrei Miron,11634.0,Defender,0,0,0,25,3,5,0.64
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Mykola Kovtalyuk,11634.0,Forward,0,0,1,7,1,3,0.28
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Sebastian Mailat,11634.0,Forward,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Eljadji Pape Djibril Diaw,11634.0,Defender,0,0,0,52,5,11,1.52
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Andrei Dumiter,11634.0,Forward,0,0,0,6,0,2,0.05
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Diogo Sá Ramalho,61242.0,Midfielder,0,0,0,19,6,4,0.42
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Miguel Muñoz Fernández,11634.0,Defender,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Aldaír Caputo Ferreira,11634.0,Midfielder,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Lucas Pellegrini,61242.0,Defender,0,0,0,0,0,0,0.0
"Farul Constanţa - Botoşani, 2-0_players_stats.json",Narek Grigoryan,61242.0,Forward,0,0,2,31,1,6,1.01
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Mihai Toma,11565.0,Midfielder,0,0,2,29,4,5,1.08
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Viktor Kun,11611.0,Midfielder,0,0,0,0,0,0,0.0
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Alexandru Constantin Stoian,11565.0,Forward,0,0,0,0,0,0,0.0
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Andres Emil Sfait,11611.0,Forward,0,0,1,13,5,6,0.56
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Rareș Gal,11611.0,Goalkeeper,0,0,0,0,0,0,0.0
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Mihai Lixandru,11565.0,Midfielder,0,0,0,0,0,0,0.0
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Lindon Emërllahu,14530.0,Midfielder,1,0,2,32,5,5,2.88
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Octavian Popescu,11565.0,Midfielder,0,0,0,0,0,0,0.0
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Alexandru Pantea,11565.0,Defender,0,0,0,20,0,4,0.5
"CFR Cluj - FCS Bucureşti, 2-2_players_stats.json",Otto Hindrich,13505.0,Goalkeeper,0,0,0,12,2,4,0.32
